airport,airport_alert_id,start_time,end_time,n_lightnings,nb_cloud_ground,nb_intra_cloud,max_distance,mean_amplitude,start_month,start_hour,duration_min
Ajaccio,42.0,2016-10-06 21:31:31+00:00,2016-10-06 21:31:31+00:00,1,1,0,15.865220342178617,-15.88,10,21,0.0
Ajaccio,43.0,2016-10-06 22:09:35+00:00,2016-10-06 22:17:59+00:00,7,7,0,19.34230148659988,-36.52285714285714,10,22,8.4
Ajaccio,44.0,2016-10-14 01:57:47+00:00,2016-10-14 01:57:47+00:00,1,1,0,11.31861359941646,-28.28,10,1,0.0
Ajaccio,45.0,2016-10-14 09:08:54+00:00,2016-10-14 11:55:28+00:00,386,386,0,19.9580115119704,-6.172823834196891,10,9,166.56666666666666
Ajaccio,46.0,2016-11-05 17:58:46+00:00,2016-11-05 17:58:46+00:00,1,1,0,16.40593919521355,-5.78,11,17,0.0
Ajaccio,47.0,2016-11-06 03:06:37+00:00,2016-11-06 04:00:21+00:00,56,56,0,19.91984451943638,-11.566428571428572,11,3,53.733333333333334
Ajaccio,48.0,2016-11-11 14:22:15+00:00,2016-11-11 14:22:15+00:00,1,1,0,18.88126692244095,20.01,11,14,0.0
Ajaccio,49.0,2016-11-12 00:00:15+00:00,2016-11-12 00:02:18+00:00,2,2,0,19.220786472282885,-13.675,11,0,2.05
Ajaccio,50.0,2017-01-14 18:25:05+00:00,2017-01-14 18:25:05+00:00,1,1,0,10.70626693579388,317.66,1,18,0.0
Ajaccio,51.0,2017-02-03 21:19:56+00:00,2017-02-03 21:19:56+00:00,1,1,0,18.92166274776364,-15.74,2,21,0.0
Ajaccio,52.0,2017-03-04 23:52:10+00:00,2017-03-04 23:52:10+00:00,1,1,0,13.841193501408018,-78.73,3,23,0.0
Ajaccio,53.0,2017-04-01 18:13:35+00:00,2017-04-01 19:02:59+00:00,12,12,0,18.388322271699003,6.594166666666666,4,18,49.4
Ajaccio,54.0,2017-04-20 12:07:45+00:00,2017-04-20 12:20:59+00:00,4,4,0,16.988006366451838,-16.197499999999998,4,12,13.233333333333333
Ajaccio,55.0,2017-05-06 07:35:27+00:00,2017-05-06 07:35:27+00:00,1,1,0,16.439496044788633,14.42,5,7,0.0
Ajaccio,56.0,2017-06-02 10:35:05+00:00,2017-06-02 13:22:57+00:00,122,122,0,19.79785777222756,-19.295983606557378,6,10,167.86666666666667
Ajaccio,57.0,2017-06-28 15:26:23+00:00,2017-06-28 15:36:52+00:00,7,7,0,18.40701549000488,-10.518571428571429,6,15,10.483333333333333
Ajaccio,58.0,2017-06-28 19:24:36+00:00,2017-06-28 20:45:14+00:00,68,68,0,19.78919961107469,-15.936764705882354,6,19,80.63333333333334
Ajaccio,59.0,2017-06-28 21:23:55+00:00,2017-06-28 22:19:54+00:00,27,27,0,19.947358082410062,-9.742962962962963,6,21,55.983333333333334
Ajaccio,60.0,2017-06-30 19:12:06+00:00,2017-06-30 19:12:06+00:00,1,1,0,3.2054978799224827,-8.88,6,19,0.0
Ajaccio,61.0,2017-08-10 06:19:52+00:00,2017-08-10 06:36:41+00:00,6,6,0,14.417899117236676,-10.906666666666666,8,6,16.816666666666666
Ajaccio,62.0,2017-09-09 20:46:06+00:00,2017-09-09 20:46:06+00:00,1,1,0,16.289254998456162,-15.17,9,20,0.0
Ajaccio,63.0,2017-09-09 23:03:40+00:00,2017-09-09 23:03:40+00:00,1,1,0,12.435345939462588,20.86,9,23,0.0
Ajaccio,64.0,2017-09-10 00:03:39+00:00,2017-09-10 01:53:18+00:00,211,211,0,19.919548493099512,-13.64654028436019,9,0,109.65
Ajaccio,65.0,2017-09-10 02:28:50+00:00,2017-09-10 03:48:28+00:00,27,27,0,19.85570545701576,4.593333333333334,9,2,79.63333333333334
Ajaccio,66.0,2017-09-18 21:09:35+00:00,2017-09-18 21:09:35+00:00,1,1,0,19.27293445537304,-21.84,9,21,0.0
Ajaccio,67.0,2017-09-19 17:06:04+00:00,2017-09-19 17:06:04+00:00,1,1,0,19.23829936423985,-8.62,9,17,0.0
Ajaccio,68.0,2017-09-19 17:48:47+00:00,2017-09-19 18:04:43+00:00,7,7,0,19.36940558972529,1.1157142857142868,9,17,15.933333333333334
Ajaccio,69.0,2017-09-25 22:28:31+00:00,2017-09-25 22:28:31+00:00,1,1,0,12.141625895382935,-41.49,9,22,0.0
Ajaccio,70.0,2017-09-26 02:03:30+00:00,2017-09-26 03:22:02+00:00,20,20,0,19.43176993078176,5.278499999999999,9,2,78.53333333333333
Ajaccio,71.0,2017-09-26 15:03:13+00:00,2017-09-26 15:03:13+00:00,1,1,0,16.834060352480005,-18.45,9,15,0.0
Ajaccio,72.0,2017-11-05 04:27:48+00:00,2017-11-05 06:23:43+00:00,151,151,0,19.99048970484405,-8.314503311258278,11,4,115.91666666666667
Ajaccio,73.0,2017-11-05 08:43:46+00:00,2017-11-05 08:46:13+00:00,2,2,0,11.265525006428142,-25.0,11,8,2.45
Ajaccio,74.0,2017-11-06 10:17:17+00:00,2017-11-06 10:17:17+00:00,1,1,0,7.936768706970079,-148.71,11,10,0.0
Ajaccio,75.0,2017-11-13 06:56:33+00:00,2017-11-13 07:05:53+00:00,2,2,0,19.176521292020272,-71.89,11,6,9.333333333333334
Ajaccio,76.0,2017-11-13 07:46:41+00:00,2017-11-13 09:12:28+00:00,22,22,0,16.951628141792288,-65.71545454545455,11,7,85.78333333333333
Ajaccio,77.0,2017-11-28 23:52:24+00:00,2017-11-28 23:52:24+00:00,1,1,0,7.727033266597617,-26.94,11,23,0.0
Ajaccio,78.0,2017-12-01 11:15:15+00:00,2017-12-01 11:15:15+00:00,1,1,0,14.476984139373776,91.26,12,11,0.0
Ajaccio,79.0,2017-12-27 06:27:03+00:00,2017-12-27 06:27:03+00:00,1,1,0,14.22983777104764,-11.04,12,6,0.0
Ajaccio,80.0,2017-12-27 17:33:17+00:00,2017-12-27 17:36:46+00:00,2,2,0,18.223421639301915,31.520000000000003,12,17,3.4833333333333334
Ajaccio,81.0,2017-12-28 01:57:41+00:00,2017-12-28 01:57:41+00:00,1,1,0,17.17800756427693,-117.34,12,1,0.0
Ajaccio,82.0,2018-01-09 18:15:20+00:00,2018-01-09 18:15:20+00:00,1,1,0,17.195536070690075,-23.36,1,18,0.0
Ajaccio,83.0,2018-01-09 19:18:05+00:00,2018-01-09 19:18:05+00:00,1,1,0,11.919940046846916,44.36,1,19,0.0
Ajaccio,84.0,2018-02-02 19:00:12+00:00,2018-02-02 19:00:12+00:00,1,1,0,10.526821262669788,-2.49,2,19,0.0
Ajaccio,85.0,2018-02-02 20:31:29+00:00,2018-02-02 20:36:23+00:00,4,4,0,18.56531470323612,-13.9375,2,20,4.9
Ajaccio,86.0,2018-02-02 21:31:30+00:00,2018-02-02 23:01:40+00:00,28,28,0,19.93577934993762,-22.712857142857143,2,21,90.16666666666667
Ajaccio,87.0,2018-02-03 15:35:19+00:00,2018-02-03 15:48:07+00:00,2,2,0,12.4094488019542,53.65,2,15,12.8
Ajaccio,88.0,2018-02-03 18:16:18+00:00,2018-02-03 18:33:51+00:00,3,3,0,17.04091206440142,84.46666666666665,2,18,17.55
Ajaccio,89.0,2018-02-07 02:10:59+00:00,2018-02-07 02:10:59+00:00,1,1,0,18.40983500928117,-26.97,2,2,0.0
Ajaccio,90.0,2018-02-14 03:27:50+00:00,2018-02-14 03:27:50+00:00,1,1,0,13.087825112125518,-10.26,2,3,0.0
Ajaccio,91.0,2018-02-19 11:44:56+00:00,2018-02-19 12:04:30+00:00,3,3,0,19.487928763576907,-55.52333333333333,2,11,19.566666666666666
Ajaccio,92.0,2018-02-19 12:57:54+00:00,2018-02-19 13:10:29+00:00,3,3,0,13.598904102683049,-37.63,2,12,12.583333333333334
Ajaccio,93.0,2018-02-21 12:02:07+00:00,2018-02-21 12:02:07+00:00,1,1,0,14.203983342882625,-164.93,2,12,0.0
Ajaccio,94.0,2018-02-26 21:37:36+00:00,2018-02-26 21:37:36+00:00,1,1,0,12.24375022616956,189.5,2,21,0.0
Ajaccio,95.0,2018-03-02 05:07:07+00:00,2018-03-02 05:09:13+00:00,2,2,0,18.194542406141803,-13.06,3,5,2.1
Ajaccio,96.0,2018-03-03 09:36:30+00:00,2018-03-03 09:36:30+00:00,1,1,0,18.93488732413233,-13.55,3,9,0.0
Ajaccio,97.0,2018-03-03 10:49:08+00:00,2018-03-03 11:54:06+00:00,13,13,0,19.804112830445945,-52.19538461538461,3,10,64.96666666666667
Ajaccio,98.0,2018-03-05 18:28:52+00:00,2018-03-05 18:55:12+00:00,3,3,0,4.66365301683106,-17.576666666666668,3,18,26.333333333333332
Ajaccio,99.0,2018-03-05 19:44:50+00:00,2018-03-05 19:48:37+00:00,3,3,0,14.265474201127049,25.71666666666667,3,19,3.783333333333333
Ajaccio,100.0,2018-03-06 23:46:55+00:00,2018-03-06 23:53:50+00:00,6,6,0,17.760702744941398,-17.099999999999998,3,23,6.916666666666667
Ajaccio,101.0,2018-03-07 00:40:35+00:00,2018-03-07 00:40:35+00:00,2,2,0,15.284770829308524,-34.875,3,0,0.0
Ajaccio,102.0,2018-03-07 03:42:08+00:00,2018-03-07 03:44:12+00:00,2,2,0,18.02568738301437,-18.84,3,3,2.066666666666667
Ajaccio,103.0,2018-03-11 02:15:32+00:00,2018-03-11 02:55:37+00:00,3,3,0,13.356372611477097,-34.156666666666666,3,2,40.083333333333336
Ajaccio,104.0,2018-03-11 16:18:08+00:00,2018-03-11 16:50:03+00:00,17,17,0,19.746886039896125,-97.90529411764705,3,16,31.916666666666668
Ajaccio,105.0,2018-03-11 20:23:15+00:00,2018-03-11 20:23:15+00:00,1,1,0,18.24357205968229,-16.7,3,20,0.0
Ajaccio,106.0,2018-03-11 22:05:25+00:00,2018-03-11 22:13:08+00:00,4,4,0,17.577078365770394,-36.3975,3,22,7.716666666666667
Ajaccio,107.0,2018-03-12 00:02:04+00:00,2018-03-12 00:02:04+00:00,1,1,0,13.16962415948535,-34.14,3,0,0.0
Ajaccio,108.0,2018-03-12 00:35:17+00:00,2018-03-12 00:55:43+00:00,5,5,0,19.97439522912748,-7.081999999999999,3,0,20.433333333333334
Ajaccio,109.0,2018-03-12 03:21:36+00:00,2018-03-12 03:54:40+00:00,7,7,0,17.82265326267814,-21.002857142857142,3,3,33.06666666666667
Ajaccio,110.0,2018-03-12 04:29:35+00:00,2018-03-12 04:57:33+00:00,2,2,0,18.78301744007221,-58.185,3,4,27.966666666666665
Ajaccio,111.0,2018-03-12 05:33:43+00:00,2018-03-12 05:33:43+00:00,1,1,0,11.85139591336202,-32.69,3,5,0.0
Ajaccio,112.0,2018-03-12 07:30:24+00:00,2018-03-12 08:10:42+00:00,5,5,0,18.973201689263213,-7.144,3,7,40.3
Ajaccio,113.0,2018-03-18 16:51:44+00:00,2018-03-18 16:51:44+00:00,1,1,0,16.105889623972963,-21.45,3,16,0.0
Ajaccio,114.0,2018-03-18 18:33:11+00:00,2018-03-18 18:41:19+00:00,3,3,0,15.527101106142796,-34.19,3,18,8.133333333333333
Ajaccio,115.0,2018-03-18 19:15:39+00:00,2018-03-18 23:27:34+00:00,90,90,0,19.64975573450386,-28.449555555555555,3,19,251.91666666666666
Ajaccio,116.0,2018-03-31 00:56:29+00:00,2018-03-31 00:56:29+00:00,1,1,0,18.25248447969682,-17.08,3,0,0.0
Ajaccio,117.0,2018-03-31 04:51:01+00:00,2018-03-31 06:21:03+00:00,31,31,0,19.95530071923969,-13.088709677419352,3,4,90.03333333333333
Ajaccio,118.0,2018-03-31 09:13:30+00:00,2018-03-31 10:37:12+00:00,28,28,0,18.49866104367166,-19.72107142857143,3,9,83.7
Ajaccio,119.0,2018-03-31 12:14:32+00:00,2018-03-31 12:26:09+00:00,2,2,0,18.73745284255653,-24.77,3,12,11.616666666666667
Ajaccio,120.0,2018-03-31 15:44:43+00:00,2018-03-31 16:01:30+00:00,2,2,0,16.058119015074674,-57.894999999999996,3,15,16.783333333333335
Ajaccio,121.0,2018-04-04 14:36:02+00:00,2018-04-04 15:19:09+00:00,5,5,0,18.79024501755549,3.0139999999999985,4,14,43.11666666666667
Ajaccio,122.0,2018-04-28 13:49:39+00:00,2018-04-28 13:49:39+00:00,1,1,0,19.960336138981315,-15.33,4,13,0.0
Ajaccio,123.0,2018-05-10 13:34:41+00:00,2018-05-10 13:34:41+00:00,1,1,0,14.971992208503192,-46.35,5,13,0.0
Ajaccio,124.0,2018-05-14 09:24:43+00:00,2018-05-14 09:24:43+00:00,1,1,0,15.36264991452552,-153.68,5,9,0.0
Ajaccio,125.0,2018-05-14 12:18:36+00:00,2018-05-14 12:18:36+00:00,1,1,0,4.591053012188368,12.44,5,12,0.0
Ajaccio,126.0,2018-05-14 13:46:33+00:00,2018-05-14 14:04:45+00:00,2,2,0,17.283446310011357,-5.365,5,13,18.2
Ajaccio,127.0,2018-05-15 00:47:09+00:00,2018-05-15 00:47:09+00:00,1,1,0,11.634030142584235,102.94,5,0,0.0
Ajaccio,128.0,2018-05-15 03:58:49+00:00,2018-05-15 03:58:49+00:00,1,1,0,19.361563243572554,24.07,5,3,0.0
Ajaccio,129.0,2018-05-15 08:41:25+00:00,2018-05-15 08:41:25+00:00,1,1,0,14.06486741235382,21.08,5,8,0.0
Ajaccio,130.0,2018-05-21 13:04:16+00:00,2018-05-21 14:15:00+00:00,22,22,0,18.672976662719883,59.89954545454545,5,13,70.73333333333333
Ajaccio,131.0,2018-06-04 00:30:26+00:00,2018-06-04 02:24:37+00:00,54,54,0,19.95207471509238,-19.177592592592593,6,0,114.18333333333334
Ajaccio,132.0,2018-06-07 10:57:20+00:00,2018-06-07 11:00:31+00:00,2,2,0,18.37186326573643,-9.385,6,10,3.183333333333333
Ajaccio,133.0,2018-06-08 12:14:52+00:00,2018-06-08 12:44:23+00:00,4,4,0,18.94276083167783,-5.609999999999999,6,12,29.516666666666666
Ajaccio,134.0,2018-06-13 00:35:50+00:00,2018-06-13 00:35:50+00:00,1,1,0,8.745608713862126,-26.53,6,0,0.0
Ajaccio,135.0,2018-06-13 01:45:12+00:00,2018-06-13 01:51:01+00:00,4,4,0,4.908088553364042,-11.61,6,1,5.816666666666666
Ajaccio,136.0,2018-06-13 04:25:00+00:00,2018-06-13 05:43:10+00:00,66,66,0,19.943104194651333,-20.27030303030303,6,4,78.16666666666667
Ajaccio,137.0,2018-06-13 09:20:52+00:00,2018-06-13 11:57:35+00:00,99,99,0,19.94236531084181,-34.645656565656566,6,9,156.71666666666667
Ajaccio,138.0,2018-06-13 13:36:47+00:00,2018-06-13 13:39:06+00:00,2,2,0,19.855433798370168,-46.24,6,13,2.316666666666667
Ajaccio,139.0,2018-06-13 14:11:02+00:00,2018-06-13 14:33:39+00:00,2,2,0,14.951487977378854,-17.84,6,14,22.616666666666667
Ajaccio,140.0,2018-06-13 15:16:48+00:00,2018-06-13 15:23:51+00:00,3,3,0,6.246951507666107,-17.456666666666667,6,15,7.05
Ajaccio,141.0,2018-06-23 13:58:59+00:00,2018-06-23 13:58:59+00:00,1,1,0,13.062791617148848,-7.98,6,13,0.0
Ajaccio,142.0,2018-06-24 12:06:39+00:00,2018-06-24 12:08:23+00:00,2,2,0,16.07050216399468,-26.83,6,12,1.7333333333333334
Ajaccio,143.0,2018-06-24 13:28:57+00:00,2018-06-24 13:36:11+00:00,3,3,0,17.8181169721503,-12.56,6,13,7.233333333333333
Ajaccio,144.0,2018-06-24 14:14:17+00:00,2018-06-24 14:40:14+00:00,4,4,0,18.844090400954247,-4.9799999999999995,6,14,25.95
Ajaccio,145.0,2018-06-24 15:23:47+00:00,2018-06-24 15:23:47+00:00,1,1,0,17.87732437443068,27.07,6,15,0.0
Ajaccio,146.0,2018-06-24 16:09:10+00:00,2018-06-24 18:48:13+00:00,103,103,0,19.727375518256668,-16.55126213592233,6,16,159.05
Ajaccio,147.0,2018-06-25 11:40:07+00:00,2018-06-25 12:55:55+00:00,20,20,0,19.62587741237697,-3.5709999999999993,6,11,75.8
Ajaccio,148.0,2018-06-28 14:49:22+00:00,2018-06-28 16:42:41+00:00,107,107,0,19.98055485978984,-20.763457943925236,6,14,113.31666666666666
Ajaccio,149.0,2018-07-23 01:26:32+00:00,2018-07-23 02:43:37+00:00,19,19,0,17.648520654341628,-14.781578947368422,7,1,77.08333333333333
Ajaccio,150.0,2018-07-25 13:48:25+00:00,2018-07-25 13:48:25+00:00,1,1,0,19.797078878074,-11.62,7,13,0.0
Ajaccio,151.0,2018-07-26 13:36:46+00:00,2018-07-26 14:27:00+00:00,6,6,0,17.595970076085695,-16.671666666666667,7,13,50.233333333333334
Ajaccio,152.0,2018-07-27 12:58:08+00:00,2018-07-27 12:58:08+00:00,1,1,0,5.812118701346903,-36.07,7,12,0.0
Ajaccio,153.0,2018-07-31 13:31:41+00:00,2018-07-31 14:21:36+00:00,18,18,0,19.559799265069863,-11.856111111111112,7,13,49.916666666666664
Ajaccio,154.0,2018-08-01 13:32:48+00:00,2018-08-01 13:32:48+00:00,1,1,0,19.93404345722673,-23.78,8,13,0.0
Ajaccio,155.0,2018-08-01 14:06:30+00:00,2018-08-01 14:32:04+00:00,6,6,0,17.10551882880302,-20.731666666666666,8,14,25.566666666666666
Ajaccio,156.0,2018-08-03 11:38:45+00:00,2018-08-03 14:13:00+00:00,305,305,0,19.98495207160539,-17.075508196721312,8,11,154.25
Ajaccio,157.0,2018-08-04 11:42:30+00:00,2018-08-04 14:33:36+00:00,294,294,0,19.9916795786668,-24.305170068027213,8,11,171.1
Ajaccio,158.0,2018-08-05 11:37:11+00:00,2018-08-05 13:15:22+00:00,22,22,0,19.903839690560883,-33.06409090909091,8,11,98.18333333333334
Ajaccio,159.0,2018-08-06 12:50:43+00:00,2018-08-06 14:11:21+00:00,15,15,0,19.97424574879277,-15.434,8,12,80.63333333333334
Ajaccio,160.0,2018-08-07 12:14:52+00:00,2018-08-07 14:09:37+00:00,294,294,0,19.95545357652361,-12.971632653061224,8,12,114.75
Ajaccio,161.0,2018-08-08 12:02:03+00:00,2018-08-08 12:05:35+00:00,3,3,0,17.104543996257,-18.24,8,12,3.533333333333333
Ajaccio,162.0,2018-08-08 13:14:15+00:00,2018-08-08 14:55:12+00:00,47,47,0,19.377936224555352,-13.317659574468085,8,13,100.95
Ajaccio,163.0,2018-08-09 13:05:16+00:00,2018-08-09 13:05:16+00:00,1,1,0,15.10229943261305,-8.85,8,13,0.0
Ajaccio,164.0,2018-08-09 14:01:27+00:00,2018-08-09 15:06:24+00:00,7,7,0,19.38076033013765,-13.722857142857142,8,14,64.95
Ajaccio,165.0,2018-08-13 13:09:01+00:00,2018-08-13 13:09:01+00:00,1,1,0,17.471615349341537,-39.88,8,13,0.0
Ajaccio,166.0,2018-08-14 02:26:31+00:00,2018-08-14 05:37:14+00:00,334,334,0,19.99404374103805,-8.172874251497005,8,2,190.71666666666667
Ajaccio,167.0,2018-08-14 21:23:04+00:00,2018-08-14 21:23:04+00:00,1,1,0,9.09058126178835,9.41,8,21,0.0
Ajaccio,168.0,2018-08-14 22:27:55+00:00,2018-08-14 22:27:55+00:00,1,1,0,13.4339136157682,-6.04,8,22,0.0
Ajaccio,169.0,2018-08-16 13:19:31+00:00,2018-08-16 13:19:31+00:00,1,1,0,16.456020999322135,-10.33,8,13,0.0
Ajaccio,170.0,2018-08-16 14:09:29+00:00,2018-08-16 15:35:56+00:00,117,117,0,19.984282881957714,-23.183931623931624,8,14,86.45
Ajaccio,171.0,2018-08-17 12:59:50+00:00,2018-08-17 12:59:50+00:00,1,1,0,18.25495856955853,-10.27,8,12,0.0
Ajaccio,172.0,2018-08-17 14:05:42+00:00,2018-08-17 14:35:54+00:00,4,4,0,16.42445464954971,-35.7625,8,14,30.2
Ajaccio,173.0,2018-08-18 11:29:17+00:00,2018-08-18 14:20:36+00:00,96,96,0,19.87300131474211,-13.312291666666667,8,11,171.31666666666666
Ajaccio,174.0,2018-08-19 03:06:18+00:00,2018-08-19 03:06:18+00:00,1,1,0,16.71189578433823,-0.32,8,3,0.0
Ajaccio,175.0,2018-08-19 12:25:57+00:00,2018-08-19 12:25:57+00:00,1,1,0,17.748526171353685,-8.87,8,12,0.0
Ajaccio,176.0,2018-08-20 11:00:40+00:00,2018-08-20 11:39:41+00:00,20,20,0,17.245016061679667,-39.6565,8,11,39.016666666666666
Ajaccio,177.0,2018-08-20 12:38:00+00:00,2018-08-20 13:34:06+00:00,15,15,0,19.903932440874566,-5.03,8,12,56.1
Ajaccio,178.0,2018-08-21 10:48:50+00:00,2018-08-21 12:15:26+00:00,64,64,0,19.634177215131743,-15.35890625,8,10,86.6
Ajaccio,179.0,2018-08-21 13:27:34+00:00,2018-08-21 13:27:34+00:00,1,1,0,16.712694864598255,8.59,8,13,0.0
Ajaccio,180.0,2018-08-22 08:44:59+00:00,2018-08-22 09:22:34+00:00,3,3,0,17.646503229499288,-9.763333333333334,8,8,37.583333333333336
Ajaccio,181.0,2018-08-22 12:15:01+00:00,2018-08-22 12:34:12+00:00,4,4,0,19.631525393048328,-13.0125,8,12,19.183333333333334
Ajaccio,182.0,2018-08-22 13:45:38+00:00,2018-08-22 13:45:38+00:00,1,1,0,18.964427911224885,-25.71,8,13,0.0
Ajaccio,183.0,2018-08-23 11:14:16+00:00,2018-08-23 14:17:26+00:00,393,393,0,19.94401443171698,-17.281577608142495,8,11,183.16666666666666
