airport,storm_id,start_time,end_time,n_lightnings,nb_cloud_ground,nb_intra_cloud,max_distance,mean_amplitude,duration_min
Ajaccio,18,2016-03-05 11:37:08+00:00,2016-03-05 12:48:45+00:00,121,43,78,29.91629921786004,-6.485619834710744,71.61666666666666
Ajaccio,19,2016-03-06 04:48:49+00:00,2016-03-06 04:51:08+00:00,3,2,1,27.447351927429228,-28.650000000000002,2.316666666666667
Ajaccio,20,2016-03-06 06:05:50+00:00,2016-03-06 06:19:14+00:00,17,6,11,24.19100461920232,-22.04470588235294,13.4
Ajaccio,21,2016-03-08 18:07:14+00:00,2016-03-08 18:23:46+00:00,2,1,1,29.034806741872483,40.33,16.533333333333335
Ajaccio,22,2016-03-15 03:17:34+00:00,2016-03-15 03:17:34+00:00,1,0,1,29.92151988178469,11.08,0.0
Ajaccio,23,2016-03-16 06:17:09+00:00,2016-03-16 06:25:34+00:00,10,2,8,29.779693615139102,3.2089999999999996,8.416666666666666
Ajaccio,24,2016-03-16 08:47:28+00:00,2016-03-16 08:55:24+00:00,3,1,2,29.65648930138977,-2.6966666666666668,7.933333333333334
Ajaccio,25,2016-03-16 12:06:54+00:00,2016-03-16 12:06:54+00:00,1,1,0,25.37521060300184,-62.93,0.0
Ajaccio,26,2016-03-17 13:33:09+00:00,2016-03-17 13:33:09+00:00,1,1,0,15.29292996438877,62.11,0.0
Ajaccio,27,2016-03-23 16:15:24+00:00,2016-03-23 16:55:20+00:00,5,2,3,19.597075127698727,-9.86,39.93333333333333
Ajaccio,28,2016-05-01 14:46:40+00:00,2016-05-01 14:46:40+00:00,1,0,1,29.913532207504296,4.69,0.0
Ajaccio,29,2016-05-10 19:20:38+00:00,2016-05-10 20:26:35+00:00,52,8,44,29.49340618048116,-8.364615384615384,65.95
Ajaccio,30,2016-05-10 23:10:09+00:00,2016-05-11 00:11:24+00:00,115,26,89,29.983637644544004,-4.889652173913043,61.25
Ajaccio,31,2016-05-12 02:08:27+00:00,2016-05-12 02:41:37+00:00,9,6,3,24.948604975846173,-52.291111111111114,33.166666666666664
Ajaccio,32,2016-05-12 03:40:47+00:00,2016-05-12 04:05:52+00:00,13,6,7,27.147885744709622,-48.51538461538462,25.083333333333332
Ajaccio,33,2016-05-13 02:27:38+00:00,2016-05-13 02:27:38+00:00,3,1,2,24.24992461198213,-30.590000000000003,0.0
Ajaccio,34,2016-05-13 03:04:44+00:00,2016-05-13 03:04:44+00:00,1,0,1,17.954026557637075,-9.23,0.0
Ajaccio,35,2016-05-29 02:54:10+00:00,2016-05-29 03:12:42+00:00,12,4,8,28.423909546747588,-16.091666666666665,18.533333333333335
Ajaccio,36,2016-05-29 08:05:14+00:00,2016-05-29 08:42:21+00:00,33,6,27,28.889809912281404,2.4354545454545455,37.11666666666667
Ajaccio,37,2016-06-07 12:42:51+00:00,2016-06-07 14:19:47+00:00,67,17,50,29.96510689055201,-5.039701492537313,96.93333333333334
Ajaccio,38,2016-06-09 12:23:43+00:00,2016-06-09 13:02:15+00:00,95,34,61,29.939487173241663,-4.272526315789474,38.53333333333333
Ajaccio,39,2016-06-09 13:42:38+00:00,2016-06-09 13:42:38+00:00,2,1,1,29.321817177245546,10.615,0.0
Ajaccio,40,2016-06-09 14:16:48+00:00,2016-06-09 16:08:18+00:00,50,17,33,29.99523893083124,-15.458599999999999,111.5
Ajaccio,41,2016-06-19 11:06:57+00:00,2016-06-19 12:54:18+00:00,207,77,130,29.938564715758183,-7.905555555555556,107.35
Ajaccio,42,2016-07-15 11:27:17+00:00,2016-07-15 11:40:59+00:00,13,5,8,28.00648202289757,-1.9092307692307693,13.7
Ajaccio,43,2016-07-23 04:20:14+00:00,2016-07-23 04:32:30+00:00,23,2,21,27.23319576541417,-8.205652173913043,12.266666666666667
Ajaccio,44,2016-07-23 05:09:32+00:00,2016-07-23 06:04:49+00:00,35,5,30,29.456045146823733,-7.7219999999999995,55.28333333333333
Ajaccio,45,2016-07-23 07:07:05+00:00,2016-07-23 07:07:05+00:00,2,0,2,28.87968086362306,-11.850000000000001,0.0
Ajaccio,46,2016-07-24 09:55:27+00:00,2016-07-24 13:50:03+00:00,724,168,556,29.987963230135893,-0.9701657458563535,234.6
Ajaccio,47,2016-07-25 12:29:28+00:00,2016-07-25 12:36:48+00:00,15,5,10,29.596571641361766,-6.604,7.333333333333333
Ajaccio,48,2016-07-25 14:32:38+00:00,2016-07-25 14:36:24+00:00,5,0,5,24.417995342529423,7.0760000000000005,3.7666666666666666
Ajaccio,49,2016-07-26 14:15:37+00:00,2016-07-26 14:15:37+00:00,1,0,1,28.710178844649302,5.8,0.0
Ajaccio,50,2016-08-11 12:37:25+00:00,2016-08-11 15:36:42+00:00,123,20,103,29.9907713220677,-0.6391869918699188,179.28333333333333
Ajaccio,51,2016-08-30 02:59:00+00:00,2016-08-30 03:31:39+00:00,5,0,5,29.33204099333344,-9.758,32.65
Ajaccio,52,2016-08-30 04:05:58+00:00,2016-08-30 04:05:58+00:00,1,0,1,10.378926772100684,-14.36,0.0
Ajaccio,53,2016-08-30 10:53:38+00:00,2016-08-30 10:53:38+00:00,2,1,1,26.54609320254337,-15.545,0.0
Ajaccio,54,2016-08-30 11:26:28+00:00,2016-08-30 16:06:19+00:00,835,53,782,29.9986802163795,2.4585149700598805,279.85
Ajaccio,55,2016-08-31 05:59:46+00:00,2016-08-31 05:59:46+00:00,1,1,0,27.33120489418804,-11.92,0.0
Ajaccio,56,2016-08-31 11:37:17+00:00,2016-08-31 13:36:52+00:00,71,27,44,29.077571970299903,-5.617183098591549,119.58333333333333
Ajaccio,57,2016-09-01 13:57:32+00:00,2016-09-01 14:35:50+00:00,14,4,10,29.43543482277639,-3.767857142857143,38.3
Ajaccio,58,2016-09-01 15:41:51+00:00,2016-09-01 15:43:42+00:00,4,0,4,25.981332391522667,-1.4224999999999994,1.85
Ajaccio,59,2016-09-06 22:17:38+00:00,2016-09-06 23:12:03+00:00,316,66,250,29.986078520621348,0.9279746835443038,54.416666666666664
Ajaccio,60,2016-09-10 11:15:19+00:00,2016-09-10 11:20:50+00:00,4,2,2,21.18058349937002,-13.2225,5.516666666666667
Ajaccio,61,2016-09-10 11:57:14+00:00,2016-09-10 11:57:14+00:00,1,1,0,27.545776642574072,-34.41,0.0
Ajaccio,62,2016-09-10 12:45:06+00:00,2016-09-10 16:00:48+00:00,532,175,357,29.99870564898952,-5.288233082706768,195.7
Ajaccio,63,2016-09-11 11:30:29+00:00,2016-09-11 15:24:59+00:00,649,221,428,29.954782911578302,-4.738012326656394,234.5
Ajaccio,64,2016-09-12 13:23:38+00:00,2016-09-12 13:35:55+00:00,10,3,7,29.7792504195316,-6.902000000000001,12.283333333333333
Ajaccio,65,2016-09-12 14:08:03+00:00,2016-09-12 14:08:03+00:00,1,0,1,23.33382475783757,7.73,0.0
Ajaccio,66,2016-09-12 14:58:38+00:00,2016-09-12 15:40:12+00:00,11,4,7,29.806868776136422,-4.5172727272727276,41.56666666666667
Ajaccio,67,2016-09-13 12:18:42+00:00,2016-09-13 14:09:28+00:00,182,62,120,29.9895263889162,-7.457252747252747,110.76666666666667
Ajaccio,68,2016-09-13 16:00:17+00:00,2016-09-13 16:12:10+00:00,12,8,4,25.19069620171568,-9.963333333333333,11.883333333333333
Ajaccio,69,2016-09-14 22:37:43+00:00,2016-09-14 23:04:45+00:00,3,1,2,27.97002710652893,-16.316666666666666,27.033333333333335
Ajaccio,70,2016-09-16 04:19:50+00:00,2016-09-16 06:32:47+00:00,105,34,71,29.2927072169199,-10.44057142857143,132.95
Ajaccio,71,2016-09-16 07:03:23+00:00,2016-09-16 08:23:15+00:00,142,34,108,29.727733140936536,-8.879295774647886,79.86666666666666
Ajaccio,72,2016-09-16 09:04:08+00:00,2016-09-16 10:06:52+00:00,65,15,50,29.48686457783981,0.5184615384615386,62.733333333333334
Ajaccio,73,2016-09-18 12:37:34+00:00,2016-09-18 19:17:41+00:00,1477,347,1130,29.97892645234156,-0.5396682464454975,400.1166666666667
Ajaccio,74,2016-09-27 13:28:37+00:00,2016-09-27 13:28:37+00:00,1,1,0,13.48425839195732,-45.22,0.0
Ajaccio,75,2016-10-06 01:55:48+00:00,2016-10-06 03:15:40+00:00,40,15,25,26.639315431530864,-5.87425,79.86666666666666
Ajaccio,76,2016-10-06 15:59:53+00:00,2016-10-06 15:59:53+00:00,2,0,2,29.92066383605358,-0.6050000000000001,0.0
Ajaccio,77,2016-10-06 20:22:03+00:00,2016-10-06 20:22:03+00:00,1,1,0,14.721173603016444,-8.98,0.0
Ajaccio,78,2016-10-06 21:31:31+00:00,2016-10-06 21:31:31+00:00,1,1,0,15.865220342178617,-15.88,0.0
Ajaccio,79,2016-10-06 22:09:35+00:00,2016-10-06 22:27:12+00:00,16,7,9,19.34230148659988,-12.1775,17.616666666666667
Ajaccio,80,2016-10-10 07:18:15+00:00,2016-10-10 07:18:15+00:00,1,0,1,29.39192912354478,-11.88,0.0
Ajaccio,81,2016-10-13 08:30:54+00:00,2016-10-13 08:30:54+00:00,1,0,1,28.349478424115684,-14.55,0.0
Ajaccio,82,2016-10-14 01:57:47+00:00,2016-10-14 02:06:40+00:00,6,1,5,16.186864247095045,-13.766666666666666,8.883333333333333
Ajaccio,83,2016-10-14 08:49:54+00:00,2016-10-14 12:11:33+00:00,3902,767,3135,29.99121302933229,-5.063057406458227,201.65
Ajaccio,84,2016-11-05 17:48:24+00:00,2016-11-05 18:15:51+00:00,78,36,42,29.946905523668,-4.780256410256411,27.45
Ajaccio,85,2016-11-05 21:54:21+00:00,2016-11-05 23:57:43+00:00,51,7,44,29.9591690959006,-6.07392156862745,123.36666666666666
Ajaccio,86,2016-11-06 01:50:48+00:00,2016-11-06 01:50:48+00:00,1,0,1,27.86171316567957,4.05,0.0
Ajaccio,87,2016-11-06 02:34:04+00:00,2016-11-06 04:01:16+00:00,692,130,562,29.97186767047545,1.1102745664739886,87.2
Ajaccio,88,2016-11-11 14:22:15+00:00,2016-11-11 14:31:52+00:00,16,2,14,27.012959099143163,8.51,9.616666666666667
Ajaccio,89,2016-11-11 22:37:21+00:00,2016-11-11 23:27:26+00:00,19,4,15,29.53962115946485,-5.966315789473685,50.083333333333336
Ajaccio,90,2016-11-12 00:00:15+00:00,2016-11-12 00:08:48+00:00,5,2,3,19.498277335288783,-20.066,8.55
Ajaccio,91,2016-11-12 01:55:16+00:00,2016-11-12 02:02:20+00:00,6,2,4,29.65199471065805,-1.575,7.066666666666666
Ajaccio,92,2016-11-24 08:11:16+00:00,2016-11-24 08:11:16+00:00,1,1,0,29.08366067092248,-29.3,0.0
Ajaccio,93,2016-11-24 10:08:29+00:00,2016-11-24 10:08:29+00:00,1,0,1,18.54217918988552,-7.51,0.0
Ajaccio,94,2016-12-20 11:38:50+00:00,2016-12-20 13:04:10+00:00,12,2,10,29.91995762704181,-9.133333333333333,85.33333333333333
Ajaccio,95,2016-12-20 13:59:50+00:00,2016-12-20 13:59:50+00:00,1,1,0,25.73742342565165,115.12,0.0
Ajaccio,96,2016-12-20 20:16:42+00:00,2016-12-20 20:16:42+00:00,1,0,1,29.70281279861547,-3.61,0.0
Ajaccio,97,2016-12-20 23:33:33+00:00,2016-12-20 23:33:33+00:00,1,1,0,29.924293965987115,-4.88,0.0
Ajaccio,98,2017-01-14 18:25:05+00:00,2017-01-14 18:25:05+00:00,1,1,0,10.70626693579388,317.66,0.0
Ajaccio,99,2017-01-21 21:49:34+00:00,2017-01-21 21:49:34+00:00,1,1,0,29.011306572442912,40.94,0.0
Ajaccio,100,2017-01-27 21:58:34+00:00,2017-01-27 21:58:34+00:00,1,1,0,25.89525801043616,30.47,0.0
Ajaccio,101,2017-02-03 18:47:34+00:00,2017-02-03 18:47:34+00:00,1,1,0,29.29005455785914,-16.77,0.0
Ajaccio,102,2017-02-03 19:33:25+00:00,2017-02-03 21:21:34+00:00,18,11,7,29.53569114635681,-10.596666666666668,108.15
Ajaccio,103,2017-02-24 14:52:51+00:00,2017-02-24 15:03:42+00:00,3,0,3,29.586537858814385,-12.256666666666668,10.85
Ajaccio,104,2017-03-04 23:52:10+00:00,2017-03-04 23:52:10+00:00,1,1,0,13.841193501408018,-78.73,0.0
Ajaccio,105,2017-04-01 16:52:45+00:00,2017-04-01 16:52:45+00:00,1,0,1,14.884656209475494,-21.32,0.0
Ajaccio,106,2017-04-01 17:36:03+00:00,2017-04-01 19:10:46+00:00,36,34,2,29.86007425530844,-10.182222222222222,94.71666666666667
Ajaccio,107,2017-04-11 14:10:43+00:00,2017-04-11 14:10:43+00:00,1,1,0,26.77523289929452,-39.85,0.0
Ajaccio,108,2017-04-20 12:07:45+00:00,2017-04-20 12:20:59+00:00,4,4,0,16.988006366451838,-16.197499999999998,13.233333333333333
Ajaccio,109,2017-04-20 12:52:26+00:00,2017-04-20 13:06:02+00:00,3,0,3,19.24235123002732,8.22,13.6
Ajaccio,110,2017-05-06 07:21:26+00:00,2017-05-06 07:44:13+00:00,12,4,8,27.397805577540083,-1.1700000000000002,22.783333333333335
Ajaccio,111,2017-05-08 11:40:32+00:00,2017-05-08 11:53:55+00:00,3,2,1,29.77340293313788,28.206666666666667,13.383333333333333
Ajaccio,112,2017-05-08 12:24:42+00:00,2017-05-08 12:47:00+00:00,3,0,3,29.359276114626923,6.95,22.3
Ajaccio,113,2017-06-01 12:06:41+00:00,2017-06-01 14:55:25+00:00,56,44,12,29.87891750347304,-18.02732142857143,168.73333333333332
Ajaccio,114,2017-06-02 09:44:01+00:00,2017-06-02 13:22:57+00:00,375,258,117,29.98202631731172,-12.71216,218.93333333333334
Ajaccio,115,2017-06-28 06:46:43+00:00,2017-06-28 06:54:01+00:00,6,0,6,28.154585075160075,-7.8116666666666665,7.3
Ajaccio,116,2017-06-28 15:26:23+00:00,2017-06-28 15:42:54+00:00,11,8,3,26.15617188271832,-6.024545454545454,16.516666666666666
Ajaccio,117,2017-06-28 16:59:52+00:00,2017-06-28 17:02:11+00:00,3,2,1,29.693871129851683,-11.503333333333336,2.316666666666667
Ajaccio,118,2017-06-28 17:35:20+00:00,2017-06-28 18:01:44+00:00,12,5,7,29.02336211634236,-3.231666666666667,26.4
Ajaccio,119,2017-06-28 19:19:28+00:00,2017-06-28 22:50:34+00:00,352,151,201,29.97494180301626,-3.491136363636364,211.1
Ajaccio,120,2017-06-28 23:35:58+00:00,2017-06-28 23:35:58+00:00,1,0,1,29.665011605425136,3.3,0.0
Ajaccio,121,2017-06-30 19:12:06+00:00,2017-06-30 19:12:06+00:00,1,1,0,3.2054978799224827,-8.88,0.0
Ajaccio,122,2017-07-15 13:10:25+00:00,2017-07-15 13:42:14+00:00,3,0,3,28.01144469196117,1.95,31.816666666666666
Ajaccio,123,2017-07-23 22:13:05+00:00,2017-07-23 22:36:44+00:00,2,0,2,20.505321819878585,-8.055,23.65
Ajaccio,124,2017-07-26 12:17:35+00:00,2017-07-26 12:48:36+00:00,4,1,3,29.05933903699241,-5.255,31.016666666666666
Ajaccio,125,2017-08-10 05:57:27+00:00,2017-08-10 07:02:35+00:00,40,13,27,29.68816990864224,-8.5295,65.13333333333334
Ajaccio,126,2017-08-10 08:20:03+00:00,2017-08-10 08:20:03+00:00,1,0,1,28.703380894496743,-14.49,0.0
Ajaccio,127,2017-09-02 17:45:35+00:00,2017-09-02 17:45:35+00:00,1,0,1,24.85601638625952,7.5,0.0
Ajaccio,128,2017-09-09 20:12:31+00:00,2017-09-09 20:46:06+00:00,5,1,4,26.04020740012299,-12.23,33.583333333333336
Ajaccio,129,2017-09-09 22:54:04+00:00,2017-09-10 01:53:18+00:00,822,410,412,29.944382190853503,-3.1766788321167883,179.23333333333332
Ajaccio,130,2017-09-10 02:28:00+00:00,2017-09-10 03:50:30+00:00,63,40,23,29.82659568918076,9.255555555555556,82.5
Ajaccio,131,2017-09-16 18:52:08+00:00,2017-09-16 18:52:08+00:00,1,0,1,15.970272692361664,-12.75,0.0
Ajaccio,132,2017-09-18 10:59:49+00:00,2017-09-18 10:59:49+00:00,1,1,0,24.963323683552595,24.72,0.0
Ajaccio,133,2017-09-18 21:09:35+00:00,2017-09-18 21:09:35+00:00,1,1,0,19.27293445537304,-21.84,0.0
Ajaccio,134,2017-09-19 16:47:37+00:00,2017-09-19 18:57:33+00:00,89,28,61,29.839973050458006,10.76573033707865,129.93333333333334
Ajaccio,135,2017-09-25 22:28:31+00:00,2017-09-25 22:57:00+00:00,4,2,2,29.593546972350165,-25.5075,28.483333333333334
Ajaccio,136,2017-09-26 00:14:14+00:00,2017-09-26 00:58:55+00:00,14,6,8,29.76207036841605,-18.34857142857143,44.68333333333333
Ajaccio,137,2017-09-26 01:40:13+00:00,2017-09-26 03:23:37+00:00,43,38,5,29.515129718353847,5.567674418604651,103.4
Ajaccio,138,2017-09-26 04:10:26+00:00,2017-09-26 04:17:50+00:00,3,2,1,27.14928814819487,-10.27,7.4
Ajaccio,139,2017-09-26 15:03:13+00:00,2017-09-26 15:03:13+00:00,1,1,0,16.834060352480005,-18.45,0.0
Ajaccio,140,2017-10-01 20:48:00+00:00,2017-10-01 20:48:00+00:00,1,0,1,28.23666263417521,-12.0,0.0
Ajaccio,141,2017-10-02 08:09:34+00:00,2017-10-02 08:09:34+00:00,1,1,0,29.89555555546119,-31.39,0.0
Ajaccio,142,2017-11-05 04:27:48+00:00,2017-11-05 07:01:38+00:00,570,355,215,29.994300550772444,-5.143859649122807,153.83333333333334
Ajaccio,143,2017-11-05 08:05:12+00:00,2017-11-05 09:22:46+00:00,35,20,15,29.739168734986027,-31.648000000000003,77.56666666666666
Ajaccio,144,2017-11-06 10:17:17+00:00,2017-11-06 10:17:17+00:00,1,1,0,7.936768706970079,-148.71,0.0
Ajaccio,145,2017-11-06 22:52:35+00:00,2017-11-06 22:57:33+00:00,2,0,2,21.400474636458263,-6.704999999999999,4.966666666666667
Ajaccio,146,2017-11-13 06:52:25+00:00,2017-11-13 09:12:28+00:00,46,30,16,29.697645901885828,-39.231521739130436,140.05
Ajaccio,147,2017-11-13 10:20:12+00:00,2017-11-13 10:23:48+00:00,2,0,2,29.14315921020248,16.305,3.6
Ajaccio,148,2017-11-28 23:52:24+00:00,2017-11-28 23:52:24+00:00,1,1,0,7.727033266597617,-26.94,0.0
Ajaccio,149,2017-11-29 02:04:59+00:00,2017-11-29 02:04:59+00:00,1,1,0,28.91485491418024,-7.19,0.0
Ajaccio,150,2017-12-01 11:13:31+00:00,2017-12-01 11:33:19+00:00,6,2,4,26.84035672072775,9.648333333333333,19.8
Ajaccio,151,2017-12-16 00:30:23+00:00,2017-12-16 00:30:23+00:00,1,0,1,18.627320594443493,-18.27,0.0
Ajaccio,152,2017-12-16 11:58:40+00:00,2017-12-16 12:03:41+00:00,2,0,2,29.695046189110187,11.105,5.016666666666667
Ajaccio,153,2017-12-16 12:36:39+00:00,2017-12-16 13:30:00+00:00,10,3,7,29.881196358589047,-19.805,53.35
Ajaccio,154,2017-12-16 15:54:16+00:00,2017-12-16 16:01:48+00:00,8,1,7,29.146168780029445,9.84625,7.533333333333333
Ajaccio,155,2017-12-26 13:07:38+00:00,2017-12-26 13:13:17+00:00,2,0,2,20.22635975283142,-12.52,5.65
Ajaccio,156,2017-12-26 19:26:25+00:00,2017-12-26 19:26:25+00:00,1,0,1,29.10640053081247,-16.37,0.0
Ajaccio,157,2017-12-26 21:35:29+00:00,2017-12-26 21:35:29+00:00,1,1,0,29.02638067961077,-12.74,0.0
Ajaccio,158,2017-12-26 22:19:15+00:00,2017-12-26 22:19:15+00:00,1,1,0,25.81928438873873,-41.27,0.0
Ajaccio,159,2017-12-27 06:26:06+00:00,2017-12-27 06:27:03+00:00,2,1,1,15.996020980126156,-15.285,0.95
Ajaccio,160,2017-12-27 16:54:49+00:00,2017-12-27 16:54:49+00:00,1,0,1,23.230599357051847,-17.52,0.0
Ajaccio,161,2017-12-27 17:30:11+00:00,2017-12-27 17:42:34+00:00,6,2,4,25.30379237880956,19.441666666666666,12.383333333333333
Ajaccio,162,2017-12-27 22:54:55+00:00,2017-12-27 22:54:55+00:00,1,0,1,29.953319313997053,13.13,0.0
Ajaccio,163,2017-12-28 01:57:41+00:00,2017-12-28 02:25:23+00:00,3,1,2,24.994871422218303,-52.443333333333335,27.7
Ajaccio,164,2017-12-28 03:01:27+00:00,2017-12-28 03:01:27+00:00,1,0,1,25.103275809486448,-13.26,0.0
Ajaccio,165,2018-01-08 16:04:03+00:00,2018-01-08 17:16:04+00:00,12,3,9,29.82023431550641,-8.149166666666666,72.01666666666667
Ajaccio,166,2018-01-09 17:57:51+00:00,2018-01-09 18:25:27+00:00,12,10,2,28.525085010009416,-74.5775,27.6
Ajaccio,167,2018-01-09 19:18:05+00:00,2018-01-09 19:18:05+00:00,1,1,0,11.919940046846916,44.36,0.0
Ajaccio,168,2018-01-12 03:00:21+00:00,2018-01-12 03:00:21+00:00,1,1,0,24.22695394173593,-58.59,0.0
Ajaccio,169,2018-02-02 18:44:31+00:00,2018-02-02 19:00:12+00:00,2,2,0,28.11326485488363,-13.575,15.683333333333334
Ajaccio,170,2018-02-02 20:13:07+00:00,2018-02-02 23:01:40+00:00,58,40,18,29.970757895604663,-13.954655172413792,168.55
Ajaccio,171,2018-02-03 15:35:19+00:00,2018-02-03 15:48:07+00:00,2,2,0,12.4094488019542,53.65,12.8
Ajaccio,172,2018-02-03 17:58:31+00:00,2018-02-03 18:33:51+00:00,7,3,4,23.869969152454257,43.05285714285714,35.333333333333336
Ajaccio,173,2018-02-06 21:07:39+00:00,2018-02-06 21:07:39+00:00,1,0,1,23.27585667231438,-9.97,0.0
Ajaccio,174,2018-02-07 02:10:59+00:00,2018-02-07 02:10:59+00:00,1,1,0,18.40983500928117,-26.97,0.0
Ajaccio,175,2018-02-10 15:34:53+00:00,2018-02-10 15:34:53+00:00,1,0,1,19.162292289012804,-15.27,0.0
Ajaccio,176,2018-02-13 23:54:44+00:00,2018-02-13 23:54:44+00:00,1,0,1,9.446051096657005,-7.81,0.0
Ajaccio,177,2018-02-14 02:44:40+00:00,2018-02-14 02:44:40+00:00,1,1,0,21.06330940766504,-17.01,0.0
Ajaccio,178,2018-02-14 03:23:55+00:00,2018-02-14 03:27:50+00:00,4,2,2,28.70454191911668,-7.3125,3.9166666666666665
Ajaccio,179,2018-02-14 06:48:08+00:00,2018-02-14 06:48:08+00:00,1,0,1,21.033833438283576,14.96,0.0
Ajaccio,180,2018-02-19 11:44:56+00:00,2018-02-19 12:04:30+00:00,4,3,1,19.487928763576907,-38.2025,19.566666666666666
Ajaccio,181,2018-02-19 12:57:54+00:00,2018-02-19 13:10:29+00:00,3,3,0,13.598904102683049,-37.63,12.583333333333334
Ajaccio,182,2018-02-20 15:30:59+00:00,2018-02-20 15:57:34+00:00,3,0,3,16.0323730825388,15.200000000000001,26.583333333333332
Ajaccio,183,2018-02-21 00:52:39+00:00,2018-02-21 00:52:39+00:00,1,0,1,28.7478780956709,-5.9,0.0
Ajaccio,184,2018-02-21 12:02:07+00:00,2018-02-21 12:02:07+00:00,1,1,0,14.203983342882625,-164.93,0.0
Ajaccio,185,2018-02-26 21:37:36+00:00,2018-02-26 21:37:36+00:00,1,1,0,12.24375022616956,189.5,0.0
Ajaccio,186,2018-03-02 05:07:07+00:00,2018-03-02 05:09:13+00:00,2,2,0,18.194542406141803,-13.06,2.1
Ajaccio,187,2018-03-02 06:12:06+00:00,2018-03-02 06:20:02+00:00,2,2,0,28.06982035621448,-24.770000000000003,7.933333333333334
Ajaccio,188,2018-03-03 08:41:50+00:00,2018-03-03 08:41:50+00:00,1,1,0,29.957018361940825,-172.08,0.0
Ajaccio,189,2018-03-03 09:31:45+00:00,2018-03-03 12:31:45+00:00,92,66,26,29.208411348506857,-53.01304347826087,180.0
Ajaccio,190,2018-03-05 18:28:52+00:00,2018-03-05 18:55:12+00:00,4,3,1,4.66365301683106,-10.715,26.333333333333332
Ajaccio,191,2018-03-05 19:44:50+00:00,2018-03-05 19:53:40+00:00,4,3,1,16.975273396112858,16.425,8.833333333333334
Ajaccio,192,2018-03-06 23:45:54+00:00,2018-03-07 00:58:10+00:00,32,16,16,29.91348951397413,-31.631874999999997,72.26666666666667
Ajaccio,193,2018-03-07 03:40:25+00:00,2018-03-07 03:52:49+00:00,5,2,3,27.96824260801096,-16.740000000000002,12.4
Ajaccio,194,2018-03-07 09:50:33+00:00,2018-03-07 09:58:06+00:00,3,2,1,26.43681055510537,-31.656666666666666,7.55
Ajaccio,195,2018-03-11 02:15:32+00:00,2018-03-11 02:56:45+00:00,10,6,4,29.91171279710425,-21.48,41.21666666666667
Ajaccio,196,2018-03-11 16:05:20+00:00,2018-03-11 16:51:30+00:00,24,20,4,29.89255778038237,-71.94333333333333,46.166666666666664
Ajaccio,197,2018-03-11 20:23:15+00:00,2018-03-11 20:30:28+00:00,3,3,0,28.64358981662578,-34.160000000000004,7.216666666666667
Ajaccio,198,2018-03-11 22:05:25+00:00,2018-03-12 05:57:29+00:00,207,123,84,29.991435606735457,-13.310676328502415,472.06666666666666
